campaign_id,customer_id,channel,click,timestamp
AcceptedCmp1,5524,email,0,2024-12-25T22:12:00
AcceptedCmp1,2174,email,0,2024-12-08T07:58:00
AcceptedCmp1,4141,email,0,2024-12-09T19:27:00
AcceptedCmp1,6182,email,0,2024-12-05T21:18:00
AcceptedCmp1,5324,email,0,2024-12-06T16:14:00
AcceptedCmp1,7446,email,0,2024-12-08T03:44:00
AcceptedCmp1,965,email,0,2024-12-19T20:52:00
AcceptedCmp1,6177,email,0,2024-12-03T01:26:00
AcceptedCmp1,4855,email,0,2024-12-31T23:37:00
AcceptedCmp1,5899,email,0,2024-12-16T22:25:00
AcceptedCmp1,1994,email,0,2024-12-06T21:34:00
AcceptedCmp1,387,email,0,2024-12-04T22:46:00
AcceptedCmp1,2125,email,0,2024-12-06T00:28:00
AcceptedCmp1,8180,email,0,2024-12-29T02:45:00
AcceptedCmp1,2569,email,0,2024-12-13T00:20:00
AcceptedCmp1,2114,email,1,2024-12-12T23:37:00
AcceptedCmp1,9736,email,0,2024-12-25T07:55:00
AcceptedCmp1,4939,email,0,2024-12-16T04:34:00
AcceptedCmp1,6565,email,1,2024-12-09T09:22:00
AcceptedCmp1,2278,email,0,2024-12-10T08:12:00
AcceptedCmp1,9360,email,0,2024-12-26T05:11:00
AcceptedCmp1,5376,email,0,2024-12-14T17:30:00
AcceptedCmp1,1993,email,0,2024-12-19T10:40:00
AcceptedCmp1,4047,email,0,2024-12-24T23:24:00
AcceptedCmp1,1409,email,0,2024-12-21T03:08:00
AcceptedCmp1,7892,email,0,2024-12-14T01:14:00
AcceptedCmp1,2404,email,0,2024-12-26T21:21:00
AcceptedCmp1,5255,email,0,2024-12-20T22:21:00
AcceptedCmp1,9422,email,0,2024-12-13T13:09:00
AcceptedCmp1,1966,email,0,2024-12-04T21:56:00
AcceptedCmp1,6864,email,0,2024-12-29T22:56:00
AcceptedCmp1,3033,email,0,2024-12-19T09:27:00
AcceptedCmp1,5710,email,0,2024-12-01T04:56:00
AcceptedCmp1,7373,email,0,2024-12-12T16:18:00
AcceptedCmp1,8755,email,0,2024-12-24T19:40:00
AcceptedCmp1,10738,email,0,2024-12-26T20:37:00
AcceptedCmp1,4339,email,0,2024-12-01T03:38:00
AcceptedCmp1,10755,email,0,2024-12-06T02:12:00
AcceptedCmp1,8595,email,0,2024-12-04T20:14:00
AcceptedCmp1,2968,email,0,2024-12-11T00:08:00
AcceptedCmp1,8601,email,0,2024-12-08T01:08:00
AcceptedCmp1,503,email,0,2024-12-20T01:35:00
AcceptedCmp1,8430,email,0,2024-12-17T09:39:00
AcceptedCmp1,7281,email,0,2024-12-08T21:39:00
AcceptedCmp1,2139,email,0,2024-12-29T15:07:00
AcceptedCmp1,1371,email,0,2024-12-15T08:00:00
AcceptedCmp1,9909,email,0,2024-12-28T02:53:00
AcceptedCmp1,7286,email,0,2024-12-03T11:57:00
AcceptedCmp1,7244,email,0,2024-12-25T21:04:00
AcceptedCmp1,6566,email,0,2024-12-13T11:07:00
AcceptedCmp1,8614,email,0,2024-12-20T00:21:00
AcceptedCmp1,4114,email,0,2024-12-13T08:19:00
AcceptedCmp1,1331,email,0,2024-12-06T02:35:00
AcceptedCmp1,2225,email,1,2024-12-26T13:21:00
AcceptedCmp1,9381,email,0,2024-12-26T21:49:00
AcceptedCmp1,6260,email,0,2024-12-20T18:40:00
AcceptedCmp1,10383,email,0,2024-12-21T04:34:00
AcceptedCmp1,7437,email,0,2024-12-13T12:37:00
AcceptedCmp1,8557,email,0,2024-12-10T12:50:00
AcceptedCmp1,8375,email,0,2024-12-20T04:56:00
AcceptedCmp1,6853,email,0,2024-12-14T15:41:00
AcceptedCmp1,3076,email,0,2024-12-22T20:42:00
AcceptedCmp1,1012,email,0,2024-12-25T23:01:00
AcceptedCmp1,6518,email,0,2024-12-24T16:21:00
AcceptedCmp1,4137,email,0,2024-12-31T17:43:00
AcceptedCmp1,8082,email,0,2024-12-06T07:15:00
AcceptedCmp1,1386,email,0,2024-12-22T20:52:00
AcceptedCmp1,9369,email,1,2024-12-25T11:20:00
AcceptedCmp1,4477,email,0,2024-12-02T21:07:00
AcceptedCmp1,1357,email,0,2024-12-17T21:48:00
AcceptedCmp1,1402,email,0,2024-12-21T13:01:00
AcceptedCmp1,10629,email,0,2024-12-30T18:26:00
AcceptedCmp1,6312,email,0,2024-12-27T12:34:00
AcceptedCmp1,8132,email,0,2024-12-26T20:55:00
AcceptedCmp1,1050,email,0,2024-12-16T07:37:00
AcceptedCmp1,5846,email,0,2024-12-26T23:36:00
AcceptedCmp1,1859,email,0,2024-12-15T10:57:00
AcceptedCmp1,7503,email,0,2024-12-05T11:50:00
AcceptedCmp1,10401,email,0,2024-12-14T03:51:00
AcceptedCmp1,1618,email,0,2024-12-23T06:44:00
AcceptedCmp1,3332,email,0,2024-12-14T22:44:00
AcceptedCmp1,2261,email,0,2024-12-06T12:42:00
AcceptedCmp1,5346,email,0,2024-12-19T22:30:00
AcceptedCmp1,4119,email,0,2024-12-30T22:00:00
